t_s	measured_width_mm	target_width_mm
0.0012655258178710938	nan	2.0
0.04483771324157715	nan	2.0
0.059513092041015625	nan	2.0
0.07222986221313477	nan	2.0
0.09154558181762695	nan	2.0
0.1054537296295166	nan	2.0
0.11674880981445312	nan	2.0
0.1282055377960205	nan	2.0
0.13875269889831543	nan	2.0
0.1493239402770996	nan	2.0
0.1606745719909668	nan	2.0
0.17206883430480957	nan	2.0
0.18357157707214355	nan	2.0
0.19516944885253906	nan	2.0
0.2066659927368164	nan	2.0
0.22040939331054688	nan	2.0
0.23107361793518066	nan	2.0
0.24163246154785156	nan	2.0
0.25235629081726074	nan	2.0
0.2642030715942383	nan	2.0
0.2774477005004883	nan	2.0
0.287921667098999	nan	2.0
0.3000762462615967	nan	2.0
0.31171274185180664	nan	2.0
0.3230283260345459	nan	2.0
0.3351454734802246	nan	2.0
0.34749436378479004	nan	2.0
0.3589348793029785	nan	2.0
0.3706533908843994	nan	2.0
0.38149046897888184	nan	2.0
0.3932209014892578	nan	2.0
0.40479183197021484	nan	2.0
0.4160494804382324	nan	2.0
0.42725157737731934	nan	2.0
0.43804931640625	nan	2.0
0.44998598098754883	nan	2.0
0.461162805557251	nan	2.0
0.4723548889160156	nan	2.0
0.48337721824645996	nan	2.0
0.49338507652282715	nan	2.0
0.5035290718078613	nan	2.0
0.5147182941436768	nan	2.0
0.5253152847290039	nan	2.0
0.5361757278442383	nan	2.0
0.5469269752502441	nan	2.0
0.5575888156890869	nan	2.0
0.5687742233276367	nan	2.0
0.5796148777008057	nan	2.0
0.5904309749603271	nan	2.0
0.6013939380645752	nan	2.0
0.6141674518585205	nan	2.0
0.6259455680847168	nan	2.0
0.6367621421813965	nan	2.0
0.651463508605957	nan	2.0
0.6644072532653809	nan	2.0
0.678199291229248	nan	2.0
0.689979076385498	nan	2.0
0.7025876045227051	nan	2.0
0.7148196697235107	nan	2.0
0.7272968292236328	nan	2.0
0.7400069236755371	nan	2.0
0.7529392242431641	nan	2.0
0.7658731937408447	nan	2.0
0.7789409160614014	nan	2.0
0.7902612686157227	nan	2.0
0.8017346858978271	nan	2.0
0.8125629425048828	nan	2.0
0.8234031200408936	nan	2.0
0.8338711261749268	nan	2.0
0.8444139957427979	nan	2.0
0.8549466133117676	nan	2.0
0.8654396533966064	nan	2.0
0.8759195804595947	nan	2.0
0.8878030776977539	nan	2.0
0.8984816074371338	nan	2.0
0.9096810817718506	nan	2.0
0.9206125736236572	nan	2.0
0.931464672088623	nan	2.0
0.9426217079162598	nan	2.0
0.9537160396575928	nan	2.0
0.9643228054046631	nan	2.0
0.9745526313781738	nan	2.0
0.9855749607086182	nan	2.0
0.9962868690490723	nan	2.0
1.0070042610168457	nan	2.0
1.01762056350708	nan	2.0
1.028733491897583	nan	2.0
1.0392932891845703	nan	2.0
1.0503015518188477	nan	2.0
1.062096357345581	nan	2.0
1.075808048248291	nan	2.0
1.0877034664154053	nan	2.0
1.0985262393951416	nan	2.0
1.1108040809631348	nan	2.0
1.1219565868377686	nan	2.0
1.1336302757263184	nan	2.0
1.1496648788452148	nan	2.0
1.1750166416168213	nan	2.0
1.1920723915100098	nan	2.0
1.2069063186645508	nan	2.0
1.2254383563995361	nan	2.0
1.2423949241638184	nan	2.0
1.256937026977539	nan	2.0
1.2701449394226074	nan	2.0
1.2840912342071533	nan	2.0
1.2982540130615234	nan	2.0
1.3137967586517334	nan	2.0
1.3275794982910156	nan	2.0
1.3397784233093262	nan	2.0
1.3548812866210938	nan	2.0
1.3697123527526855	nan	2.0
1.3850748538970947	nan	2.0
1.3996596336364746	nan	2.0
1.414865493774414	nan	2.0
1.4278929233551025	nan	2.0
1.4418680667877197	nan	2.0
1.4599339962005615	nan	2.0
1.4775886535644531	nan	2.0
1.4905424118041992	nan	2.0
1.5062065124511719	nan	2.0
1.5248603820800781	nan	2.0
1.5377633571624756	nan	2.0
1.5668354034423828	nan	2.0
1.5803818702697754	nan	2.0
1.5959606170654297	nan	2.0
1.614069938659668	nan	2.0
1.6265544891357422	nan	2.0
1.6434645652770996	nan	2.0
1.6616847515106201	nan	2.0
1.6790552139282227	nan	2.0
1.691619873046875	nan	2.0
1.706766128540039	nan	2.0
1.7204723358154297	nan	2.0
1.7328929901123047	nan	2.0
1.7493231296539307	nan	2.0
1.7737517356872559	1.581706532139977	2.0
1.787705421447754	1.581706532139977	2.0
1.8206188678741455	1.581656234411196	2.0
1.8379628658294678	1.581656234411196	2.0
1.8566005229949951	1.581656234411196	2.0
1.871370553970337	1.5816855233905545	2.0
1.891087293624878	1.5816855233905545	2.0
1.9137916564941406	1.5816855233905545	2.0
1.934422492980957	1.5817491329026367	2.0
1.9496748447418213	1.5817491329026367	2.0
1.979400634765625	1.5817200807048348	2.0
1.9942643642425537	1.5817200807048348	2.0
2.011800527572632	1.5817200807048348	2.0
2.0256574153900146	1.581657413780136	2.0
2.0432047843933105	1.581657413780136	2.0
2.0604946613311768	1.581657413780136	2.0
2.0824532508850098	1.5816082715149427	2.0
2.103020668029785	1.5816082715149427	2.0
2.126715660095215	1.5816082715149427	2.0
2.1540112495422363	1.5813419188968194	2.0
2.176403284072876	1.5813419188968194	2.0
2.196074962615967	1.5814473642393292	2.0
2.2171385288238525	1.5814473642393292	2.0
2.2369980812072754	1.5812068282265954	2.0
2.2552709579467773	1.5812068282265954	2.0
2.275123119354248	1.5812068282265954	2.0
2.2893593311309814	1.581265014870431	2.0
2.3057260513305664	1.581265014870431	2.0
2.322086811065674	1.581265014870431	2.0
2.334110975265503	1.5811935219126845	2.0
2.3465540409088135	1.5811935219126845	2.0
2.3625872135162354	1.5811935219126845	2.0
2.3773815631866455	1.5813126789639667	2.0
2.3899402618408203	1.5813126789639667	2.0
2.4045777320861816	1.5813126789639667	2.0
2.4200637340545654	1.5813126789639667	2.0
2.433366298675537	1.5814123451087447	2.0
2.4457194805145264	1.5814123451087447	2.0
2.4631247520446777	1.5814123451087447	2.0
2.4800636768341064	1.581617399394459	2.0
2.497788667678833	1.581617399394459	2.0
2.5164902210235596	1.581617399394459	2.0
2.530604600906372	1.5816680665334073	2.0
2.5425503253936768	1.5816680665334073	2.0
2.559776782989502	1.5816680665334073	2.0
2.575315237045288	1.5816856915334074	2.0
2.5901334285736084	1.5816856915334074	2.0
2.6064910888671875	1.5816856915334074	2.0
2.6218764781951904	1.5816747636759545	2.0
2.6348073482513428	1.5816747636759545	2.0
2.6505465507507324	1.5816747636759545	2.0
2.665404796600342	1.5817299097590645	2.0
2.6787335872650146	1.5817299097590645	2.0
2.694521903991699	1.5817299097590645	2.0
2.7105565071105957	1.582019665596025	2.0
2.733860969543457	1.582019665596025	2.0
2.7763853073120117	1.5820782260798962	2.0
2.7899394035339355	1.5820782260798962	2.0
2.8207204341888428	1.5820782260798962	2.0
2.8449063301086426	1.5821110696341394	2.0
2.867166757583618	1.5821110696341394	2.0
2.885282516479492	1.5820217861834351	2.0
2.902153491973877	1.5820217861834351	2.0
2.935241460800171	1.581954314345355	2.0
2.948620319366455	1.581954314345355	2.0
2.9767160415649414	1.581954314345355	2.0
2.994436502456665	1.5816388783568163	2.0
3.0109293460845947	1.5816388783568163	2.0
3.026496171951294	1.5816388783568163	2.0
3.0424766540527344	1.5816464615500936	2.0
3.0649731159210205	1.5816464615500936	2.0
3.0850963592529297	1.5816464615500936	2.0
3.101731061935425	1.581638189949527	2.0
3.11397647857666	1.581638189949527	2.0
3.1339690685272217	1.581638189949527	2.0
3.154197931289673	1.5820012721703365	2.0
3.167543888092041	1.5820012721703365	2.0
3.1926605701446533	1.5820012721703365	2.0
3.2137858867645264	1.5819569813032683	2.0
3.230924606323242	1.5819569813032683	2.0
3.246222496032715	1.5819569813032683	2.0
3.2618870735168457	1.5820231380991292	2.0
3.2758350372314453	1.5820231380991292	2.0
3.2988693714141846	1.5820231380991292	2.0
3.313566207885742	1.58185308463773	2.0
3.3295645713806152	1.58185308463773	2.0
3.348137855529785	1.58185308463773	2.0
3.3669116497039795	1.5819010166490615	2.0
3.3803207874298096	1.5819010166490615	2.0
3.3947551250457764	1.5819010166490615	2.0
3.4093072414398193	1.5818593124237095	2.0
3.421405076980591	1.5818593124237095	2.0
3.436269760131836	1.5818593124237095	2.0
3.4521982669830322	1.5818593124237095	2.0
3.467024326324463	1.5818170874011575	2.0
3.4794936180114746	1.5818170874011575	2.0
3.4954335689544678	1.5818170874011575	2.0
3.5112648010253906	1.5820291598439895	2.0
3.527719736099243	1.5820291598439895	2.0
3.545761823654175	1.5820291598439895	2.0
3.5595197677612305	1.5819957852134476	2.0
3.573092222213745	1.5819957852134476	2.0
3.593445301055908	1.5819957852134476	2.0
3.610323429107666	1.582042644882196	2.0
3.623044729232788	1.582042644882196	2.0
3.638580083847046	1.582042644882196	2.0
3.656115770339966	1.5817864691957124	2.0
3.6725220680236816	1.5817864691957124	2.0
3.68947696685791	1.5817864691957124	2.0
3.707789659500122	1.5816417805442757	2.0
3.7223191261291504	1.5816417805442757	2.0
3.7402682304382324	1.5816417805442757	2.0
3.7581875324249268	1.5816417805442757	2.0
3.780229091644287	1.581619918480354	2.0
3.7950711250305176	1.581619918480354	2.0
3.8103456497192383	1.581619918480354	2.0
3.833871841430664	1.5815666560230996	2.0
3.8513131141662598	1.5815666560230996	2.0
3.867586851119995	1.5815666560230996	2.0
3.881093740463257	1.5815692889082291	2.0
3.8958206176757812	1.5815692889082291	2.0
3.9111151695251465	1.5815692889082291	2.0
3.9257469177246094	1.581580943858338	2.0
3.9381988048553467	1.581580943858338	2.0
3.954728364944458	1.581580943858338	2.0
3.971780300140381	1.58152713782601	2.0
3.989025592803955	1.58152713782601	2.0
4.003611326217651	1.58152713782601	2.0
4.021342039108276	1.581396610089665	2.0
4.040919065475464	1.581396610089665	2.0
4.083625078201294	1.581396610089665	2.0
4.114062786102295	1.581396610089665	2.0
4.1517791748046875	1.581396610089665	2.0
4.2022926807403564	1.581396610089665	2.0
4.239097356796265	1.5815218499216719	2.0
4.276337146759033	1.5815218499216719	2.0
4.295793771743774	1.581331647357692	2.0
4.316074848175049	1.581331647357692	2.0
4.346984386444092	1.5812428177464428	2.0
4.369488716125488	1.5812428177464428	2.0
4.393588542938232	1.5812428177464428	2.0
4.409753322601318	1.5814240986087817	2.0
4.425154685974121	1.5814240986087817	2.0
4.4448606967926025	1.5814240986087817	2.0
4.465426206588745	1.5812019782346867	2.0
4.478642702102661	1.5812019782346867	2.0
4.4929726123809814	1.5812019782346867	2.0
4.515243053436279	1.5812019782346867	2.0
4.530436038970947	1.581301429478718	2.0
4.543620586395264	1.581301429478718	2.0
4.558184623718262	1.581301429478718	2.0
4.570176839828491	1.5812343964159343	2.0
4.582699775695801	1.5812343964159343	2.0
4.599679708480835	1.5812343964159343	2.0
4.61771821975708	1.581194593272317	2.0
4.633304595947266	1.581194593272317	2.0
4.645143032073975	1.581194593272317	2.0
4.65894889831543	1.581194593272317	2.0
4.673831224441528	1.5812310152672018	2.0
4.685199737548828	1.5812310152672018	2.0
4.698792219161987	1.5812310152672018	2.0
4.712584495544434	1.5812853795686437	2.0
4.725562334060669	1.5812853795686437	2.0
4.738552570343018	1.5812853795686437	2.0
4.753165006637573	1.5812853795686437	2.0
4.765531539916992	1.5812373250814642	2.0
4.776419639587402	1.5812373250814642	2.0
4.788972616195679	1.5812373250814642	2.0
4.802852630615234	1.5812017788629766	2.0
4.817038059234619	1.5812017788629766	2.0
4.832409381866455	1.5812017788629766	2.0
4.846621513366699	1.5812017788629766	2.0
4.860222816467285	1.5813312056483126	2.0
4.872947931289673	1.5813312056483126	2.0
4.887830018997192	1.5813312056483126	2.0
4.902472972869873	1.581225114306598	2.0
4.916822910308838	1.581225114306598	2.0
4.9302051067352295	1.581225114306598	2.0
4.943915128707886	1.5812594582860864	2.0
4.957806825637817	1.5812594582860864	2.0
4.971531629562378	1.5812594582860864	2.0
4.985843181610107	1.5811693881972988	2.0
5.00262713432312	1.5811693881972988	2.0
5.018297433853149	1.5811693881972988	2.0
5.0325071811676025	1.5811784530716415	2.0
5.046653509140015	1.5811784530716415	2.0
5.058995485305786	1.5811784530716415	2.0
5.0733482837677	1.5811784530716415	2.0
5.086180210113525	1.5812497279861506	2.0
5.0985612869262695	1.5812497279861506	2.0
5.113103866577148	1.5812497279861506	2.0
5.126309394836426	1.581237628916917	2.0
5.13990330696106	1.581237628916917	2.0
5.156599044799805	1.581237628916917	2.0
5.171546936035156	1.5811233103264954	2.0
5.183489799499512	1.5811233103264954	2.0
5.199193239212036	1.5811233103264954	2.0
5.215233325958252	1.581068893781306	2.0
5.229141712188721	1.581068893781306	2.0
5.243340015411377	1.581068893781306	2.0
5.257654190063477	1.581068893781306	2.0
5.270927429199219	1.5813305258643067	2.0
5.28452205657959	1.5813305258643067	2.0
5.299149036407471	1.5813305258643067	2.0
5.314831256866455	1.5811238136832073	2.0
5.330066442489624	1.5811238136832073	2.0
5.343963146209717	1.5811238136832073	2.0
5.3578572273254395	1.5811515592566405	2.0
5.371459484100342	1.5811515592566405	2.0
5.386711597442627	1.5811515592566405	2.0
5.401219606399536	1.5811993693412516	2.0
5.4151060581207275	1.5811993693412516	2.0
5.429828643798828	1.5811993693412516	2.0
5.444563150405884	1.5812436651324184	2.0
5.456495523452759	1.5812436651324184	2.0
5.467246055603027	1.5812436651324184	2.0
5.480791091918945	1.5812436651324184	2.0
5.493705987930298	1.5811484723776723	2.0
5.5061163902282715	1.5811484723776723	2.0
5.519561052322388	1.5811484723776723	2.0
5.533708810806274	1.5811247083327282	2.0
5.545312881469727	1.5811247083327282	2.0
5.558083534240723	1.5811247083327282	2.0
5.572185516357422	1.5811247083327282	2.0
5.586270570755005	1.5810747019177724	2.0
5.599744558334351	1.5810747019177724	2.0
5.613409042358398	1.5810747019177724	2.0
5.6254637241363525	1.5812160946754326	2.0
5.637273073196411	1.5812160946754326	2.0
5.6522698402404785	1.5812160946754326	2.0
5.6650567054748535	1.5813001578969228	2.0
5.679792881011963	1.5813001578969228	2.0
5.69242000579834	1.5813001578969228	2.0
5.705764532089233	1.5813001578969228	2.0
5.719411611557007	1.5811663554842517	2.0
5.73363733291626	1.5811663554842517	2.0
5.749293565750122	1.5811663554842517	2.0
5.76452898979187	1.5812480654221397	2.0
5.776352882385254	1.5812480654221397	2.0
5.7901611328125	1.5812480654221397	2.0
5.804539203643799	1.5811134331936947	2.0
5.817494630813599	1.5811134331936947	2.0
5.833366632461548	1.5811134331936947	2.0
5.8478710651397705	1.5811134331936947	2.0
5.864635229110718	1.5811230277981612	2.0
5.879649639129639	1.5811230277981612	2.0
5.89412784576416	1.5811230277981612	2.0
5.90709924697876	1.5808912779439148	2.0
5.921851634979248	1.5808912779439148	2.0
5.935495853424072	1.5808912779439148	2.0
5.947562217712402	1.5812027921375236	2.0
5.96120810508728	1.5812027921375236	2.0
5.97832727432251	1.5812027921375236	2.0
5.992999076843262	1.5813790421375238	2.0
6.006799936294556	1.5813790421375238	2.0
6.019643068313599	1.5813790421375238	2.0
6.033358812332153	1.5813790421375238	2.0
6.047242879867554	1.5814901910999741	2.0
6.058401584625244	1.5814901910999741	2.0
6.072572231292725	1.5814901910999741	2.0
6.087139129638672	1.5815062584587993	2.0
6.098345756530762	1.5815062584587993	2.0
6.110347747802734	1.5815062584587993	2.0
6.1247169971466064	1.5815062584587993	2.0
6.1376612186431885	1.5814579938247522	2.0
6.150067567825317	1.5814579938247522	2.0
6.163362741470337	1.5814579938247522	2.0
6.177618503570557	1.5816415135806197	2.0
6.1914026737213135	1.5816415135806197	2.0
6.206786870956421	1.5816415135806197	2.0
6.221365690231323	1.5817949197494507	2.0
6.232593774795532	1.5817949197494507	2.0
6.246586322784424	1.5817949197494507	2.0
6.2607221603393555	1.5817949197494507	2.0
6.27440881729126	1.5817608830311114	2.0
6.28859543800354	1.5817608830311114	2.0
6.304039239883423	1.5817608830311114	2.0
6.318434476852417	1.5815748363004802	2.0
6.332767724990845	1.5815748363004802	2.0
6.3482208251953125	1.5815748363004802	2.0
6.362480878829956	1.5818326904810875	2.0
6.375542640686035	1.5818326904810875	2.0
6.387704133987427	1.5818326904810875	2.0
6.402170181274414	1.5818326904810875	2.0
6.416140079498291	1.58156725366532	2.0
6.429213047027588	1.58156725366532	2.0
6.443993330001831	1.58156725366532	2.0
6.459052801132202	1.5813987565978713	2.0
6.471900224685669	1.5813987565978713	2.0
6.4856250286102295	1.5813987565978713	2.0
6.500077724456787	1.5813987565978713	2.0
6.514828443527222	1.581308376979877	2.0
6.528918504714966	1.581308376979877	2.0
6.543617486953735	1.581308376979877	2.0
6.55568790435791	1.5811876724344225	2.0
6.570294618606567	1.5811876724344225	2.0
