t_s	measured_width_mm	target_width_mm
0.0012974739074707031	nan	1.2
0.04348397254943848	nan	1.2
0.05681657791137695	nan	1.2
0.06841611862182617	nan	1.2
0.08000874519348145	nan	1.2
0.09129643440246582	nan	1.2
0.10268735885620117	nan	1.2
0.11332488059997559	nan	1.2
0.1245107650756836	nan	1.2
0.13649511337280273	nan	1.2
0.14783120155334473	nan	1.2
0.1589186191558838	nan	1.2
0.1708836555480957	nan	1.2
0.1855151653289795	nan	1.2
0.19757461547851562	nan	1.2
0.21053433418273926	nan	1.2
0.22202420234680176	nan	1.2
0.23391127586364746	nan	1.2
0.2445974349975586	nan	1.2
0.25553083419799805	nan	1.2
0.26673102378845215	nan	1.2
0.27854132652282715	nan	1.2
0.29161548614501953	nan	1.2
0.30344319343566895	nan	1.2
0.31478142738342285	nan	1.2
0.32642316818237305	nan	1.2
0.33704185485839844	nan	1.2
0.35085082054138184	nan	1.2
0.364147424697876	nan	1.2
0.3783073425292969	nan	1.2
0.3909451961517334	nan	1.2
0.4046962261199951	nan	1.2
0.41916489601135254	nan	1.2
0.4348881244659424	nan	1.2
0.4484591484069824	nan	1.2
0.46156811714172363	nan	1.2
0.47506237030029297	nan	1.2
0.4875774383544922	nan	1.2
0.5035202503204346	nan	1.2
0.5167081356048584	nan	1.2
0.5299456119537354	nan	1.2
0.5451655387878418	nan	1.2
0.5578658580780029	nan	1.2
0.5688769817352295	nan	1.2
0.5830898284912109	nan	1.2
0.5971636772155762	nan	1.2
0.6086022853851318	nan	1.2
0.6224930286407471	nan	1.2
0.6378161907196045	nan	1.2
0.6499338150024414	nan	1.2
0.6628327369689941	nan	1.2
0.6780741214752197	nan	1.2
0.6900675296783447	nan	1.2
0.7011516094207764	nan	1.2
0.716395378112793	nan	1.2
0.7300539016723633	nan	1.2
0.7414071559906006	nan	1.2
0.7586805820465088	nan	1.2
0.7736170291900635	nan	1.2
0.7855753898620605	nan	1.2
0.798114538192749	nan	1.2
0.813215970993042	nan	1.2
0.8264353275299072	nan	1.2
0.8391408920288086	nan	1.2
0.8541038036346436	nan	1.2
0.8691494464874268	nan	1.2
0.8818209171295166	nan	1.2
0.8947198390960693	nan	1.2
0.9096713066101074	nan	1.2
0.9208943843841553	nan	1.2
0.9309420585632324	nan	1.2
0.9455063343048096	nan	1.2
0.9572327136993408	nan	1.2
0.9685540199279785	nan	1.2
0.9794764518737793	nan	1.2
0.9904589653015137	nan	1.2
1.001129388809204	nan	1.2
1.0117597579956055	nan	1.2
1.0241873264312744	nan	1.2
1.036024570465088	nan	1.2
1.0474746227264404	nan	1.2
1.058701515197754	nan	1.2
1.0694546699523926	nan	1.2
1.0819652080535889	nan	1.2
1.093071699142456	nan	1.2
1.1042580604553223	nan	1.2
1.1173717975616455	nan	1.2
1.1287312507629395	nan	1.2
1.139984130859375	nan	1.2
1.1505732536315918	nan	1.2
1.1638081073760986	nan	1.2
1.1745483875274658	nan	1.2
1.1874167919158936	nan	1.2
